name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[6688.233375587856, 38918.07512855405, 22783.560964577133, 29230.05173586742, 7943.212008054545, 6250.373400901369, 39228.611034173366, 37285.800211909074, 36072.941294707634, 31247.337860612195, 7795.217352934794, 36303.54697695955, 36159.81349796878, 48867.72693235125, 0.0, 29734.42463878489, 44381.38107226006, 37095.28639181419, 11154.830104202847, 33274.46117427963, 10854.252123192655, 35659.33244611927, 38395.46351814381, 29098.031585549623, 26648.315488895994, 0.0, 29564.394604877594, 39643.0568487679, 32630.15571503108, 34501.450054778375, 30557.46470599448, 16913.829348835985, 34057.0643975649, 28706.304005747697]"
elevation,"[93.31404876708984, 106.1011199951172, 102.3653793334961, 75.87274932861328, 64.53303527832031, 76.07086181640625, 78.40739440917969, 115.3952331542969, 67.17672729492188, 115.0976181030273, 87.30906677246094, 114.4897232055664, 66.30252838134766, 85.21012115478516, 97.26223754882812, 97.56964874267578, 114.4020690917969, 88.39347839355469, 76.23211669921875, 69.68327331542969, 86.22059631347656, 82.75825500488281, 65.1242904663086, 67.9789047241211, 76.23091888427734, 84.49390411376953, 89.37069702148438, 92.46226501464844, 114.7867431640625, 64.00801086425781, 85.41455078125, 103.2796783447266, 104.9804077148438, 66.87407684326172, 98.08709716796875, 91.83883666992188, 92.22705078125, 89.20548248291016, 92.2638931274414, 82.48788452148438, 60.85905838012695, 92.29844665527344, 95.08194732666016, 106.0744018554688, 94.3451919555664, 109.9710159301758, 118.000114440918, 86.77964782714844, 83.96570587158203]"
color,blue
