name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32405.122739010367, 33347.75021267186, 42856.182871318764, 26617.680205973134, 25449.418530485913, 43053.15644414402, 24496.97919703785, 2269.366099389381, 24159.593249017966, 37681.95746364195, 1.4605618929495483, 39628.32467537977, 28095.19099029926, 28134.24558747114, 9832.87719992172, 19225.30152643045, 25206.350225525715, 23102.4710949944, 37508.88861778531, 3724.6832252869926, 18485.46224602823, 27914.52229577634, 27145.67067943549, 22664.63246767861, 23455.648298600987, 3930.434970550884, 24500.256323846123, 23612.70243331364, 23028.981160703803, 17986.33290558469, 18580.881642501434, 46867.89766992115, 31221.811325554278, 38302.54645828346, 28022.048735928987, 20983.668364977086, 24143.501303635883]"
elevation,"[79.66846466064453, 63.78089904785156, 66.33639526367188, 77.7435073852539, 111.8775634765625, 96.89311981201172, 90.55205535888672, 63.11837005615234, 118.8156967163086, 84.30439758300781, 60.60616683959961, 94.03270721435547, 91.75314331054688, 83.61251831054688, 84.72830963134766, 61.35599899291992, 118.2781982421875, 64.39199829101562, 112.7097396850586, 112.0970306396484, 115.9494018554688, 92.95405578613281, 104.1343002319336, 93.76292419433594, 91.290771484375, 84.71629333496094, 91.85712432861328, 86.50165557861328, 114.7867431640625, 95.83541870117188, 66.4638442993164, 92.76241302490234, 102.2494659423828, 63.15650939941406, 84.6922378540039, 86.70884704589844, 101.5923843383789, 86.66329956054688, 89.87335968017578, 83.96111297607422, 94.03270721435547, 115.9370422363281, 78.89694213867188, 96.98973846435547, 85.23001098632812, 98.32369232177734, 109.3318405151367, 77.66544342041016, 67.16410064697266, 94.04635620117188, 70.02952575683594, 72.68814086914062, 103.0194854736328, 68.46467590332031, 106.6128234863281, 83.4349136352539, 89.7608642578125, 79.6639175415039, 70.89645385742188, 88.3414306640625]"
color,red
