name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[31309.271741555513, 39180.6059948277, 22472.738306549665, 30636.840341950603, 19518.431172931338, 25425.046420639315, 30938.619348738983, 27962.10088543022, 13619.80076048028, 35356.82997024084, 27529.509164864146, 27821.034405294064, 7378.067970897568, 30416.94625002224, 25847.54595277417, 27289.11717863952, 18024.227093691814, 26866.82599416384, 31111.39845005036, 34175.82998120614, 9276.240431317743, 6366.725627670512, 13427.787782321877, 29290.75762419054, 21060.50306925432, 8815.759568682257, 28826.44389511956, 1634.4693789246985, 8070.859126968809, 37605.31577272752, 26050.566797561725, 45469.33484400301, 36954.6522612797, 35163.82133064111, 25075.87193683756, 27964.298506260006, 33709.80466129071]"
elevation,"[90.39002990722656, 64.85724639892578, 84.25140380859375, 72.1087646484375, 66.0837631225586, 81.70470428466797, 112.4384918212891, 97.66937255859375, 100.2551422119141, 58.83412551879883, 79.24876403808594, 65.61852264404297, 99.81002044677734, 94.33114624023438, 66.25965118408203, 95.97650146484375, 103.865608215332, 108.1484298706055, 59.76061630249023, 72.79566192626953, 73.67623901367188, 93.78255462646484, 90.4639663696289, 105.2558975219727, 89.03038787841797, 116.938720703125, 72.14061737060547, 67.21382141113281, 79.97019958496094, 76.23091888427734, 95.34043884277344, 90.31204986572266, 83.42991638183594, 119.8491744995117, 106.1555252075195, 64.94094848632812, 91.50196838378906, 110.9471282958984, 89.48521423339844, 60.38272857666016, 71.56770324707031, 91.81019592285156, 85.17244720458984, 91.83883666992188, 124.3350448608398, 108.1539764404297, 76.51537322998047, 91.0631103515625, 83.7535400390625, 77.61299896240234, 85.51783752441406, 102.1671371459961, 103.2081832885742, 114.4020690917969, 90.94251251220703, 121.1611862182617, 89.20548248291016, 103.4977188110352, 84.51054382324219, 91.1777114868164]"
color,red
