name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[33019.057481925964, 6469.236622124062, 14850.616492671852, 7894.35588128139, 31579.299438726415, 11514.041525697547, 27002.25979976208, 33504.67826073806, 27557.467961997438, 26784.218234498705, 2209.5307929515407, 27560.759078794494, 30052.025721565467, 33612.359332234184, 35905.56206535285, 26951.401151878774, 46674.603980396016, 21123.100445162687, 26979.505434613613, 31995.07578900022, 33119.89404774469, 44960.200331024505, 20126.405896868917, 37481.78776674063, 34905.92442989724, 35010.142472875385, 27637.786339029448, 14017.679062827929, 4130.815387960327, 34916.66375885465, 35564.70278757154, 41470.85609072243, 30258.482633577096, 30803.503502931857]"
elevation,"[90.55205535888672, 111.7645263671875, 92.9124755859375, 94.34747314453125, 107.9693984985352, 75.29902648925781, 104.8082580566406, 60.35400009155273, 99.81002044677734, 81.1065444946289, 78.6712417602539, 110.6545028686523, 82.80292510986328, 76.42375183105469, 116.8464736938477, 106.7861099243164, 85.51783752441406, 120.3108215332031, 91.52140045166016, 85.48197937011719, 88.58760070800781, 84.81912994384766, 76.54216003417969, 118.8857040405273, 65.9769058227539, 61.90959548950195, 82.24579620361328, 85.07173919677734, 75.02348327636719, 78.6378173828125, 78.59162139892578, 119.601203918457, 92.50637817382812, 116.8464736938477, 112.5830841064453, 81.6122817993164, 94.25721740722656, 72.4903793334961, 111.9708862304688, 92.74105072021484, 78.90825653076172, 73.65798950195312, 66.32239532470703, 65.51932525634766, 74.8348617553711, 86.8215103149414, 101.2427291870117, 102.0068740844727, 89.01292419433594]"
color,blue
