name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[12269.83305318005, 28495.859078140933, 28531.727885505585, 12945.407479486652, 35784.02268425953, 32420.461065153522, 5345.422578682436, 28572.141849087096, 21893.77243381741, 34955.32733477217, 25745.467929402945, 12168.041392461, 25421.240408858204, 37488.271455148686, 31338.766247092284, 34442.52137063114, 28062.129631752752, 37927.042293922, 2372.9891848103757, 29236.553577248083, 1.6212956782367047, 23937.96175437911, 34304.15720008272, 34511.2940762291, 20484.928094777897, 22838.33609596348, 26619.66529010893, 34341.78605089812, 37047.50035094348, 11167.520959199499, 23816.1618269289, 23362.817899207188, 31834.90006267055, 29991.468851792724, 29370.551826107323, 38596.32943161987, 0.0]"
elevation,"[109.0436401367188, 92.00961303710938, 73.2457046508789, 84.99120330810547, 95.55170440673828, 88.81851196289062, 101.8731842041016, 66.47167205810547, 66.08594512939453, 64.46672058105469, 89.20548248291016, 65.0918197631836, 92.55999755859375, 87.97493743896484, 96.11309051513672, 77.0042953491211, 120.980598449707, 101.9278717041016, 67.9112777709961, 68.93024444580078, 83.46681213378906, 102.2849349975586, 111.0401153564453, 90.39002990722656, 91.35409545898438, 94.04635620117188, 113.0379486083984, 84.6922378540039, 83.80098724365234, 107.6487274169922, 84.16759490966797, 78.84528350830078, 110.0476760864258, 85.35872650146484, 88.30274963378906, 102.7527542114258, 119.8491744995117, 94.19943237304688, 87.40994262695312, 84.92940521240234, 82.86662292480469, 64.80397033691406, 59.17994689941406, 61.52059555053711, 92.50637817382812, 117.0912399291992, 91.81019592285156, 100.7095108032227, 120.980598449707, 98.52017974853516, 76.23211669921875, 101.962760925293, 88.49986267089844, 102.7336273193359, 74.43350219726562, 95.15796661376953, 75.49977111816406, 83.41923522949219, 84.81912994384766, 63.93447494506836]"
color,red
