name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[32252.865547547353, 27447.932765627844, 10573.278367094626, 21187.455493634578, 31654.86461263918, 25620.688726563665, 14403.024483612087, 30408.389892316136, 32815.17157268038, 33838.24857300477, 40200.319315067216, 23034.04514985371, 42508.22496364864, 37211.957788769614, 25237.314069008407, 35228.78069003647, 12551.276991305813, 26339.606511309114, 24027.670415275476, 27091.725473216677, 40840.80949147898, 6808.921038212809, 23924.877811261504, 32553.71190979464, 41563.57107448925, 17477.693242301873, 4039.246383737022, 19717.230889434595, 29955.458773328704, 10048.88560368018, 28304.670726119788, 10465.342245039086, 31983.930628035938, 2198.594045635557, 35182.812530935415, 32411.710628463174, 6533.691575839734]"
elevation,"[71.85655212402344, 98.17140197753906, 88.72515869140625, 66.375, 77.95928192138672, 118.9829940795898, 66.22911071777344, 76.04269409179688, 92.75720977783203, 60.12300109863281, 79.7816162109375, 111.974365234375, 91.49018096923828, 66.2071304321289, 82.72358703613281, 89.55897521972656, 87.07022094726562, 80.90451049804688, 80.15778350830078, 89.82820129394531, 118.9829940795898, 66.71359252929688, 90.2303237915039, 92.28984832763672, 118.0629577636719, 96.721435546875, 90.34154510498047, 63.77370452880859, 74.78013610839844, 88.30274963378906, 83.38584899902344, 117.508903503418, 91.35519409179688, 82.72358703613281, 96.5479507446289, 106.6128234863281, 88.16868591308594, 101.3294448852539, 91.1777114868164, 63.8621711730957, 77.00885009765625, 81.51315307617188, 109.6424026489258, 102.2091522216797, 116.4935302734375, 91.05177307128906, 78.58343505859375, 92.75720977783203, 76.24607849121094, 66.8279037475586, 64.53976440429688, 81.47795104980469, 111.974365234375, 99.81002044677734, 86.03418731689453, 94.85942840576172, 61.7130012512207, 83.4349136352539, 85.35872650146484, 114.4897232055664]"
color,red
