name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[34811.19027278152, 22496.50394092416, 34099.46816915215, 24232.155803549223, 2264.8681014614567, 44318.76641672673, 35933.1336058083, 40048.081224415575, 27016.1477050588, 1.4733175969184897, 33460.49980672659, 30204.59535876397, 31386.32374881725, 31961.086433179382, 40791.15597933682, 48839.043746690106, 19273.04954114914, 10683.910347353167, 30529.14488745854, 12228.803277494106, 30515.3272821695, 8145.464352126747, 36504.43932123451, 28462.535719690128, 39776.75294254812, 33421.30197074753, 33567.11901812357, 33743.47539714979, 21542.367525444475, 28678.913110222435, 30529.730066199645, 9656.749305054002, 13445.403752959874, 25075.0185518858]"
elevation,"[107.1853561401367, 63.89970016479492, 86.11946868896484, 65.72210693359375, 63.64933395385742, 82.48788452148438, 70.86739349365234, 62.4847297668457, 67.06108856201172, 98.97831726074219, 91.81019592285156, 92.46226501464844, 86.50165557861328, 93.28565216064453, 65.4618148803711, 96.92265319824219, 106.6659774780273, 120.7061996459961, 104.4639587402344, 65.79486083984375, 95.2966537475586, 119.5723495483398, 103.5829925537109, 77.23807525634766, 66.12621307373047, 86.4900131225586, 87.80364990234375, 97.53785705566406, 85.21012115478516, 90.77933502197266, 103.4525527954102, 81.51315307617188, 66.29517364501953, 106.7861099243164, 94.65553283691406, 82.86235809326172, 95.61941528320312, 89.50757598876953, 103.76513671875, 78.90825653076172, 70.02952575683594, 89.8248519897461, 83.96111297607422, 60.38272857666016, 93.55643463134766, 109.041748046875, 85.1581039428711, 87.99305725097656, 81.53394317626953]"
color,blue
