name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[49159.92705796689, 38086.70188809612, 39256.88680919121, 13406.78845513685, 39620.914482248096, 33364.87663299902, 25817.655607676217, 17305.716844522147, 45055.4303722242, 38290.42559054692, 16992.822446478764, 23821.802842209476, 2210.103740774648, 6769.695930292942, 33342.50467467628, 43362.71286084653, 32327.38264573412, 10985.596778747135, 42004.35895406728, 21417.24976982907, 31820.176311935727, 33535.853116835555, 7770.568568532751, 37393.36705657653, 30822.40299599473, 22885.037921396142, 32604.469641253756, 11561.99651136697, 16797.415984298466, 38399.37676547832, 4077.1998714424835, 27286.951191352764, 37196.7938419984, 22892.835837273506]"
elevation,"[63.81464004516602, 72.5675048828125, 83.12641143798828, 89.7790756225586, 84.25140380859375, 91.31493377685547, 83.7535400390625, 90.77335357666016, 98.6445541381836, 87.30906677246094, 71.9330825805664, 96.19295501708984, 77.95928192138672, 83.68351745605469, 97.52143096923828, 106.4785308837891, 95.08194732666016, 110.6545028686523, 71.11714172363281, 79.33454895019531, 109.8567962646484, 91.77153015136719, 91.36124420166016, 106.6128234863281, 89.50757598876953, 72.5665283203125, 80.20835876464844, 68.158935546875, 98.3543472290039, 88.16868591308594, 83.52357482910156, 94.04635620117188, 89.94367980957031, 94.8521957397461, 87.5692367553711, 71.39663696289062, 70.14896392822266, 102.1671371459961, 98.28260803222656, 81.6122817993164, 77.00885009765625, 68, 89.9063720703125, 60.77999877929688, 109.4786911010742, 89.71532440185547, 92.50637817382812, 89.03038787841797, 94.25794982910156]"
color,blue
