name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[20848.064483325175, 15736.32426818204, 20979.98060447201, 22826.470240740924, 23435.173360351546, 18625.28881134193, 4500.367623233754, 1955.1387103559796, 19818.291942185948, 18166.955068357507, 25141.402401267005, 38552.230551671186, 24838.908313916807, 30642.160815214138, 34582.85366735231, 35355.375009524396, 30399.605660630863, 11954.449343355887, 24580.441919241915, 29626.843567686145, 39267.78045185621, 27978.73233261965, 33126.81462699075, 22661.529759259076, 30479.358335028122, 30408.392785388154, 39018.28067520925, 25198.255649696042, 36367.85701811467, 22056.691126963487, 20664.249635933385, 19035.606801652815, 29718.284861392243, 27336.243769027034, 33445.91508336773, 23599.8679584976, 14713.812766596297]"
elevation,"[63.77370452880859, 75.78303527832031, 79.6001205444336, 77.4688720703125, 119.3107604980469, 108.9929885864258, 107, 93.09059143066406, 86.79325866699219, 95.447021484375, 89.8248519897461, 67.87799072265625, 98.5074691772461, 65.5214614868164, 93.5774917602539, 79.18058013916016, 92.76241302490234, 64.29190826416016, 77.23807525634766, 66.95001983642578, 75.84325408935547, 81.56317901611328, 98.20606994628906, 90.80284118652344, 67.3306655883789, 88.90335845947266, 98.6129150390625, 85.6299057006836, 97.26223754882812, 65.5214614868164, 65.89351654052734, 96.02345275878906, 97.42848205566406, 128.5739288330078, 86.331787109375, 72.5675048828125, 79.18058013916016, 103.4525527954102, 82.86662292480469, 80.15778350830078, 109.4530868530273, 77.62855529785156, 110.9820785522461, 98.22630310058594, 116.1438598632812, 71.22310638427734, 88.9162826538086, 93.6747055053711, 94.60116577148438, 85.46397399902344, 107.7352676391602, 89.20548248291016, 71.56770324707031, 75.02348327636719, 73.14799499511719, 83.81761169433594, 84.17547607421875, 92.75720977783203, 85.55772399902344, 115.7779998779297]"
color,red
