name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[28938.211783228486, 36093.50999161835, 39794.0904075403, 36384.02316555397, 37109.82157187051, 9675.391268976751, 13419.609004348453, 7581.67923500594, 23288.587927950695, 47244.20672739866, 40105.54566198013, 38012.068587792215, 3809.9912342205416, 0.0, 32502.955422828112, 45460.760902999806, 3950.0087657794584, 32648.77850651578, 4706.399349641627, 45410.203553096, 11797.21903335191, 27678.02843167462, 35686.871585682624, 18978.374361349823, 30668.310773494533, 43195.760816952985, 31054.405818687937, 33647.88511283056, 0.0, 43723.934070051444, 45805.91653692646, 22113.653758353732, 29214.405498817294, 27943.391133480276]"
elevation,"[101.7042770385742, 67.12712097167969, 97.17668914794922, 72.98371887207031, 81.0790786743164, 119.7053375244141, 85.95660400390625, 94.77387237548828, 104.3221435546875, 89.20548248291016, 87.29711151123047, 90.71480560302734, 106.7861099243164, 67.21382141113281, 79.44637298583984, 79.18058013916016, 93.81158447265625, 113.3185806274414, 92.2638931274414, 74.54058837890625, 114.9826965332031, 65.20311737060547, 76.86383056640625, 66.0594711303711, 117.508903503418, 116.4461135864258, 106.3575592041016, 57.08034896850586, 62.91897964477539, 83.69719696044922, 90.94251251220703, 68.08472442626953, 70.14896392822266, 66.13834381103516, 112.1284790039062, 97.84284973144531, 72.79566192626953, 74.43350219726562, 82.67204284667969, 88.16868591308594, 95.08194732666016, 116.9955062866211, 68, 65.91082763671875, 110.9471282958984, 81.23321533203125, 67.3306655883789, 85.0583724975586, 103.8036804199219]"
color,blue
