name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[45901.923043987386, 9548.682768958017, 33149.647599696706, 16934.598958941406, 36083.39029956024, 18467.905720279115, 12830.409001297226, 9561.891634741232, 31281.416866871958, 1604.3210374822493, 23554.655671038345, 36701.33651287633, 25263.568738094742, 24451.838513972172, 40983.27781445226, 29442.895880923446, 39043.076432191534, 29213.19983001903, 24963.096973654225, 33348.141355411324, 38545.061185567894, 36005.09485626745, 21539.528954617617, 9944.282129192432, 6409.320571622135, 27429.602317269488, 0.0, 39186.91925431293, 6724.304543697254, 22943.092933224605, 34454.95250775208, 38251.32057232165, 27163.652905817627, 28725.651748391407, 38703.92377642278, 25461.258117927468, 3826.758971146238]"
elevation,"[93.94444274902344, 80.20835876464844, 88.90980529785156, 62.50058746337891, 82.35989379882812, 96.5479507446289, 113.3185806274414, 88.06868743896484, 105.2558975219727, 79.67252349853516, 88.42414855957031, 64.88660430908203, 105.6915054321289, 60.97800064086914, 75.65421295166016, 67.53544616699219, 67.50643920898438, 92.57317352294922, 96.23624420166016, 90.01994323730469, 76.54216003417969, 72.71746063232422, 77.89868927001953, 103.3893280029297, 103.3091888427734, 98.22198486328125, 71.34111785888672, 101.3498840332031, 73.69631958007812, 86.66329956054688, 88.55738067626953, 79.50244903564453, 67.56400299072266, 61.37599945068359, 99.22130584716797, 116.0312805175781, 82.24579620361328, 116.4461135864258, 72.78966522216797, 89.87957000732422, 92.76241302490234, 111.6268844604492, 88.29743194580078, 87.83121490478516, 99.9918212890625, 77.68022155761719, 95.41341400146484, 87.05071258544922, 94.0855484008789, 67.04563903808594, 112.1284790039062, 117.9401473999023, 131.7491302490234, 78.90825653076172, 86.83157348632812, 75.6656723022461, 91.290771484375, 75.31266784667969, 89.75397491455078, 60.18107604980469]"
color,red
