name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[24996.213693539023, 20346.36509266403, 31180.946214849533, 24119.46622142897, 15477.67063110289, 45943.1766475849, 24887.415328309824, 11050.53707978372, 53727.19923479113, 6106.005826015196, 29433.07906373397, 7989.303865701886, 30819.06405348358, 0.0, 2504.4423831694776, 32382.400900822286, 27874.409997484734, 32444.521043671986, 33494.89784558282, 28489.417648407914, 37003.742787402516, 50776.4476991345, 2966.097143795717, 43573.87362144757, 16344.924174576363, 15887.976673789726, 32666.21680182595, 43886.98510358925, 39947.35759952852, 6770.595702633384, 17339.5270902745, 34634.36161814587, 25834.497861618525, 40329.419057228515, 13534.528815660617, 20709.35786039008, 2171.557616830522]"
elevation,"[63.51457214355469, 115.9494018554688, 62.47897720336914, 95.39372253417969, 99.58969116210938, 85.4169921875, 85.0583724975586, 101.7042770385742, 115.003044128418, 103.6022872924805, 109.9253921508789, 98.0543441772461, 78.96095275878906, 76.23091888427734, 87.8846435546875, 65.63887786865234, 74.39666748046875, 91.22756958007812, 114.7867431640625, 99.34980773925781, 95.22029113769531, 81.3245620727539, 112.7373046875, 79.7816162109375, 91.70486450195312, 116.0746307373047, 90.80284118652344, 72.5665283203125, 82.75825500488281, 103.09130859375, 88.502685546875, 101.2427291870117, 90.39002990722656, 92.76241302490234, 85.5852279663086, 65.3965835571289, 65.79486083984375, 66.43604278564453, 102.4127883911133, 65.59783172607422, 89.7608642578125, 89.63301086425781, 93.0002212524414, 88.15349578857422, 106.6128234863281, 104.5205612182617, 84.93315887451172, 117.2519912719727, 87.23929595947266, 79.0503921508789, 73.14075469970703, 103.2384567260742, 99.6661605834961, 81.1065444946289, 95.18903350830078, 107.1238021850586, 83.04390716552734, 103.8036804199219, 88.36707305908203, 65.07980346679688]"
color,red
