name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[32225.238575966236, 40911.921593740095, 7977.884313308289, 25045.08976100596, 26615.819322919393, 37994.777899405344, 31767.71942471556, 33037.30908285656, 20939.53520914833, 24674.3390522553, 33615.40663106044, 29682.704315976123, 21990.86503985514, 40983.24289003998, 22837.666929020157, 27402.22819974685, 34617.37606052737, 26981.147161377194, 30917.113852819522, 38752.612227412115, 42161.390281067805, 12392.073677468547, 2306.49608811962, 41387.96457680518, 44535.39608864472, 7618.114616113274, 9649.825680476366, 33827.89119346836, 30586.76987048855, 29810.72022651813, 5323.391513449206, 0.0, 40389.3037139922, 38684.664930232095]"
elevation,"[115.6469573974609, 82.24579620361328, 98.62013244628906, 88.81851196289062, 65.4618148803711, 85.6959228515625, 67.73746490478516, 96.4727783203125, 88.42414855957031, 85.15705871582031, 88.81851196289062, 87.81309509277344, 91.85712432861328, 83.04390716552734, 103.1508483886719, 87.5692367553711, 94.24008178710938, 85.1581039428711, 85.35872650146484, 91.90907287597656, 75.14202880859375, 92.41014862060547, 104.1343002319336, 84.34761047363281, 61.37599945068359, 74.94701385498047, 90.52278900146484, 105.0865097045898, 88.45304107666016, 103.8149032592773, 99.28561401367188, 72.09932708740234, 80.98799133300781, 92.23977661132812, 88.36351776123047, 84.3501968383789, 81.0594253540039, 65.17454528808594, 110.9820785522461, 95.55170440673828, 95.08090209960938, 81.7400894165039, 94.70680236816406, 86.83146667480469, 90.32752990722656, 109.7989501953125, 63.93447494506836, 89.66757202148438, 112.1284790039062]"
color,blue
