name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[29634.745721906747, 33811.81327898117, 31267.021618875526, 4907.568503392638, 3934.2476305245164, 32632.30970007834, 24340.310478237858, 14996.797450641603, 31939.89735330424, 6477.37026666304, 27226.64843095988, 27167.617201633573, 31180.13016404401, 10435.613093267986, 30070.417570755573, 30537.293602763773, 24110.42035048655, 20971.276980262104, 37732.443056535434, 17171.61174234474, 36018.1508084501, 36177.906553695546, 26669.148758690186, 32509.895001531175, 44309.63167773206, 9447.248574121937, 35710.71063607628, 11565.271585630111, 26972.63642096836, 39716.15883434875, 30220.825709017023, 32189.815628888635, 27415.303046651417, 15392.060095546109, 18222.462923717187, 6682.629733336962, 27878.589815938878]"
elevation,"[63.78089904785156, 92.41014862060547, 79.33454895019531, 86.91202545166016, 112.0970306396484, 72.0140151977539, 66.8279037475586, 93.71015167236328, 91.90907287597656, 72.78966522216797, 84.99120330810547, 60.56321716308594, 66.55175018310547, 106.806510925293, 93.90033721923828, 118.0790176391602, 83.21049499511719, 66.3489990234375, 118.7704086303711, 106.1011199951172, 86.77964782714844, 85.60298919677734, 76.72977447509766, 89.96885681152344, 87.30906677246094, 65.1242904663086, 103.8546752929688, 66.23665618896484, 112.7855834960938, 115.3343734741211, 90.55205535888672, 70.14896392822266, 114.2393646240234, 85.23001098632812, 105.6915054321289, 119.5723495483398, 66.04956817626953, 82.63525390625, 109.238410949707, 88.31633758544922, 99.51127624511719, 84.6922378540039, 93.6189193725586, 98.91999816894531, 92.74105072021484, 90.02320861816406, 96.69680786132812, 94.25721740722656, 97.34429931640625, 111.2744293212891, 101.2341613769531, 102.7527542114258, 90.94251251220703, 73.62303161621094, 107.2673797607422, 59.15644454956055, 72.77503204345703, 61.51774215698242, 98.3543472290039, 93.76292419433594]"
color,red
