name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[46896.772861332815, 21041.8624704956, 29689.79186236841, 1.4654862618053395, 12077.59106316754, 27505.55201036806, 30936.384257881466, 18539.872145042908, 22353.016208691617, 25215.67283205311, 4678.717561850536, 5427.933894309408, 44805.24145655282, 30556.23190895355, 2331.050978306421, 31298.798878523703, 22152.123239873454, 32461.315759798224, 35430.693513044935, 16241.721357286198, 36621.8075419825, 34211.47985581356, 34309.79637563169, 33602.20222956144, 2344.9490216935783, 49029.04044973833, 21225.875840358516, 32007.48771496393, 28116.82556163156, 9489.892500995085, 23435.47081814878, 19988.504840136906, 30593.214151388293, 24117.26994622263, 33885.6549516498, 32174.822757518956, 22847.895696401894]"
elevation,"[92.28984832763672, 83.948486328125, 122.2196655273438, 101.5310897827148, 65.3138198852539, 81.23321533203125, 94.60116577148438, 99.33016204833984, 68.21835327148438, 85.46397399902344, 104.2473754882812, 84.6922378540039, 89.68810272216797, 90.79354095458984, 89.53681182861328, 83.7021713256836, 80.59698486328125, 93.17584991455078, 88.22391510009766, 110.4580917358398, 130.7082824707031, 88.28096008300781, 67.173095703125, 101.4261703491211, 115.5499114990234, 98.5147933959961, 61.62525177001953, 98.78909301757812, 66.87445068359375, 93.89424133300781, 112.5148010253906, 83.68351745605469, 67.09941101074219, 67.56400299072266, 95.38614654541016, 79.43054962158203, 83.42646026611328, 67.173095703125, 117.508903503418, 122.1449432373047, 105.8801193237305, 75.87274932861328, 84.72830963134766, 89.20548248291016, 74.99665832519531, 92.57317352294922, 80.59698486328125, 64.49210357666016, 110.0476760864258, 85.17810821533203, 95.15796661376953, 80.11135864257812, 116.2119369506836, 78.9531478881836, 107.2053146362305, 92.79524993896484, 85.29966735839844, 90.25759887695312, 90.2303237915039, 112.6708374023438]"
color,red
