name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[30477.89448235136, 35265.71458127144, 34888.91986281844, 27428.54167245908, 32405.017222630315, 23978.516815080413, 2265.5924284104176, 25799.16512775506, 7993.112522277133, 32163.165028907944, 37040.7852372934, 34711.22932320335, 37600.63242652944, 44507.29945365544, 32775.61920876614, 32522.622747681926, 31244.41778378535, 38858.615572119765, 37272.906764860934, 30652.079049722084, 11471.579126937304, 40588.75156451206, 10925.924133310167, 22694.416450080484, 9485.306644676119, 34247.881076346515, 46787.69180060115, 4013.600464440726, 34070.58375263278, 30448.794325663817, 11184.693156621091, 13281.83715501966, 16450.88468738312, 32140.208350195608]"
elevation,"[87.63307189941406, 83.52357482910156, 118.7910537719727, 63.75844955444336, 84.75991821289062, 109.0532073974609, 81.70470428466797, 85.07173919677734, 118.9829940795898, 66.89611053466797, 77.89868927001953, 90.01994323730469, 82.44756317138672, 96.2858657836914, 72.3897705078125, 65.3965835571289, 74.43769073486328, 103.5829925537109, 104.4639587402344, 89.46597290039062, 83.46681213378906, 66.4638442993164, 118.0376129150391, 92.3853759765625, 91.22756958007812, 78.6712417602539, 89.87716674804688, 92.2638931274414, 112.1284790039062, 79.24876403808594, 75.27442932128906, 111.8048706054688, 107.7153015136719, 103.2796783447266, 81.3245620727539, 108.9227294921875, 94.16468811035156, 92.12094116210938, 115.4044189453125, 74.69336700439453, 83.42646026611328, 103.1723175048828, 67.06400299072266, 98.97831726074219, 106.3346710205078, 84.97710418701172, 77.08544921875, 92.82466888427734, 81.41751098632812]"
color,blue
