name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[27627.280724728746, 14527.69075249687, 48489.81892789686, 31999.281841831824, 34632.65237115325, 36920.70798666978, 47799.07861410499, 25281.510192417536, 35262.51925454261, 20312.295394771176, 38781.77369737231, 30939.018271559988, 27180.71893777158, 9731.819466410852, 26423.018909509494, 40388.75444284953, 26340.197505892724, 17996.723825428027, 29336.739336543913, 39500.70039765183, 46537.50042244973, 0.0, 16136.151796366405, 2282.8583234957687, 23253.914212761763, 13890.908175821281, 23716.5137182667, 11853.968365378845, 32218.205309371162, 36655.02634215794, 32423.305303000427, 35939.897184333684, 0.0, 43263.44999499246]"
elevation,"[106.2728805541992, 102.8187408447266, 88.59751892089844, 64.6750259399414, 97.79644775390625, 78.9531478881836, 67.96664428710938, 90.9647445678711, 83.7535400390625, 79.33454895019531, 79.67252349853516, 98.97831726074219, 89.02945709228516, 103.9628524780273, 114.4897232055664, 79.3683853149414, 92.82466888427734, 92.79524993896484, 107.7153015136719, 108.0237121582031, 83.04390716552734, 92.22705078125, 117.1934051513672, 97.07392120361328, 112.5830459594727, 85.15705871582031, 97.25740051269531, 94.0855484008789, 62.29736709594727, 91.85712432861328, 106.4785308837891, 65.1242904663086, 74.5992660522461, 69.18778228759766, 114.1827545166016, 110.0476760864258, 66.12137603759766, 60.66699981689453, 63.31244277954102, 106.806510925293, 81.02777862548828, 95.22029113769531, 80.06382751464844, 91.11550903320312, 107.1238021850586, 70.02952575683594, 87.01199340820312, 64.80397033691406, 86.331787109375]"
color,blue
