name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[46165.09754260599, 41057.53251151184, 20536.617760729445, 25626.565097993473, 32884.95090948664, 30822.22423188051, 21822.097864642383, 29745.539124961113, 18726.32172899306, 38503.78312307441, 23877.219742824884, 41878.051699793265, 8923.18452787231, 19111.889775158554, 17959.311090948355, 43709.998036074765, 6771.406184403468, 27598.177395032857, 46576.444837394716, 28919.337320804585, 35811.48904831306, 1652.057690594994, 6495.709515806083, 35940.08138591194, 22550.503096477463, 6234.103633409368, 26582.647648338563, 7687.125689518482, 34948.88547865313, 36384.08639499889, 32374.86861279199, 0.0, 11877.710007471755, 30022.76287438747, 24649.006095199136, 17405.172635827035, 25812.039686114043]"
elevation,"[96.34355163574219, 68.80994415283203, 103.9798049926758, 64.74516296386719, 64.38890075683594, 94.02728271484375, 77.18485260009766, 80.49168395996094, 86.61627197265625, 96.777587890625, 106.0744018554688, 87.44390869140625, 69.84964752197266, 101.4721221923828, 64.54774475097656, 70.9027099609375, 68.46467590332031, 76.84895324707031, 118.7688369750977, 91.885498046875, 99.79042053222656, 114.4605178833008, 104.3221435546875, 68, 83.97090911865234, 99.40971374511719, 109.8567962646484, 93.55643463134766, 103.2796783447266, 85.41455078125, 94.60116577148438, 80.95663452148438, 84.08094787597656, 92.50637817382812, 106.4785308837891, 84.90486907958984, 62.81902694702148, 103.8036804199219, 90.77933502197266, 95.73929595947266, 118.8857040405273, 112.1284790039062, 76.07086181640625, 80.59698486328125, 111.0401153564453, 85.83018493652344, 89.00395202636719, 103.6292953491211, 111.974365234375, 108.1672439575195, 69.60430908203125, 94.4058609008789, 86.4900131225586, 87.30906677246094, 63.46504211425781, 110.4580917358398, 82.45718383789062, 116.8464736938477, 60.77999877929688, 117.4292907714844]"
color,red
