name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[31987.60867503627, 35661.46676079516, 39547.93653648812, 22954.744384459507, 29878.40918585687, 11733.762670277252, 28061.56941555775, 29478.066341224934, 33968.62567676578, 30786.430903030134, 23266.826829890786, 33702.59788427523, 37219.795278964906, 26087.18722698524, 16960.921108087015, 15973.18458396682, 19532.44735730638, 30338.454416732333, 25276.720053299283, 35196.69690730034, 44489.78670640217, 35706.618272350606, 27080.9130106302, 35104.247183367785, 27952.079935969814, 26609.267603885924, 8585.600807124993, 39920.49913970471, 2186.896581719097, 27262.780297978727, 20294.65129810255, 24271.853810067132, 31097.424287914353, 19467.92886848176]"
elevation,"[100.47607421875, 85.17244720458984, 86.7522964477539, 107.1377868652344, 105.2547607421875, 115.003044128418, 104.2519760131836, 90.55548858642578, 122.2196655273438, 62.47897720336914, 85.4403076171875, 89.20548248291016, 93.5774917602539, 101.2335968017578, 111.8048706054688, 81.47795104980469, 84.6922378540039, 96.42949676513672, 106.0748977661133, 84.229248046875, 66.3487548828125, 84.40918731689453, 94.07455444335938, 103.1723175048828, 104.3221435546875, 112.4384918212891, 90.77933502197266, 104.0454330444336, 111.8775634765625, 60.97800064086914, 95.73929595947266, 95.47906494140625, 90.25759887695312, 94.30270385742188, 101.3498840332031, 115.4630508422852, 83.59007263183594, 85.4403076171875, 90.73361206054688, 92.46226501464844, 86.11946868896484, 68.57684326171875, 89.2035140991211, 64.29039764404297, 80.2911605834961, 78.3711929321289, 54.71324920654297, 119.5057220458984, 73.06790924072266]"
color,blue
