name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[26079.262702417764, 30619.835407994713, 13415.915687061564, 24200.216127006737, 34955.174591493946, 29092.875713208625, 22736.046958171413, 22726.99307788654, 6346.8101168783, 24534.261164306638, 32391.080294762945, 19255.67621707233, 18490.823552174632, 28161.244683758116, 34742.92697929255, 19862.140916773573, 29448.818801356287, 25870.223769742286, 36404.121357840595, 30419.852339950474, 36796.013765889926, 30007.73417738301, 26600.96684887373, 29006.617397255144, 28688.23543080655, 23266.269374870655, 36325.19613225526, 37563.0956663721, 31304.304433067093, 16619.334184176383, 8153.3392542639185, 27695.394611062777, 5455.394309206837, 23217.673764000683, 20645.832312155333, 27204.04226681568, 9340.255612394885]"
elevation,"[110.1579360961914, 96.15861511230469, 66.29517364501953, 109.1662673950195, 64.37296295166016, 65.1839828491211, 88.21559143066406, 97.07392120361328, 104.4395217895508, 93.31428527832031, 89.187255859375, 100.0999069213867, 92.46226501464844, 71.56770324707031, 100.7399749755859, 95.66648864746094, 72.42009735107422, 65.09371948242188, 85.46397399902344, 86.66401672363281, 65.54773712158203, 87.23751068115234, 102.7141494750977, 93.55643463134766, 111.2744293212891, 78.72135925292969, 97.94837188720703, 97.2056884765625, 76.23091888427734, 108.0237121582031, 119.5057220458984, 66.04956817626953, 94.41462707519531, 79.91336822509766, 62.27145385742188, 86.37989044189453, 78.59162139892578, 79.66846466064453, 71.49806213378906, 90.01994323730469, 75.27442932128906, 89.87957000732422, 91.85712432861328, 68, 111.9708862304688, 93.31404876708984, 93.77584838867188, 99.9918212890625, 120.980598449707, 93.19486999511719, 86.4900131225586, 94.9385757446289, 90.0855484008789, 87.05559539794922, 99.43746185302734, 81.6157455444336, 81.33153533935547, 97.640380859375, 77.95928192138672, 98.20606994628906]"
color,red
