name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[23138.496614173077, 26972.891898621263, 15892.797987969576, 42866.870795342395, 27502.337354490595, 32094.724224672704, 25818.0040343683, 23963.686104429973, 32650.102927860644, 14884.962861472539, 21006.736886709965, 30414.81671349457, 14606.375149726178, 6682.0920546056805, 11889.024648661398, 1.5503563199196637, 20240.605123298366, 20654.750374637937, 37090.54809616866, 32423.11022957646, 33097.47240756439, 30679.154816814866, 31844.615707535835, 16696.17845061604, 30596.771693771727, 25871.10484700161, 30187.347035583196, 17297.58214631963, 26324.861186536942, 33615.832986952984, 35737.76498678486, 30765.120110839413, 20620.390103157162, 23284.1480632392, 27952.07329460319, 28460.390519598084, 23818.707206480693]"
elevation,"[104.0859298706055, 76.51537322998047, 86.22059631347656, 81.54788970947266, 85.95660400390625, 89.3115005493164, 82.56766510009766, 106.3580093383789, 108.2898712158203, 86.27891540527344, 111.9920654296875, 65.54051208496094, 70.02952575683594, 59.97903442382812, 101.9564666748047, 65.3138198852539, 87.97493743896484, 92.75720977783203, 93.20922088623047, 89.98271942138672, 67.09941101074219, 82.25117492675781, 84.88230895996094, 103.6523056030273, 68.80994415283203, 85.96883392333984, 106.6128234863281, 72.79566192626953, 68.58082580566406, 73.4939956665039, 80.47409057617188, 110.9820785522461, 128.5739288330078, 77.44755554199219, 74.99665832519531, 59.2803955078125, 95.08090209960938, 82.93922424316406, 62.63634490966797, 91.5968246459961, 95.37705993652344, 89.7608642578125, 92.74105072021484, 95.88567352294922, 94.67878723144531, 80.9740982055664, 79.97019958496094, 89.63871765136719, 61, 95.18903350830078, 132.0214691162109, 109.82080078125, 121.1611862182617, 98.91999816894531, 116.4461135864258, 82.28430938720703, 74.3093490600586, 75.49977111816406, 91.07538604736328, 76.01204681396484]"
color,red
