name,Power
supplyname,Power Plant
tranname,12 or 23kV substation
demandname,Deliver Station
nodenum,60
demandnum,37
trannum,14
supplynum,9
demandseries,"[23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
transeries,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,5
population_assignment,"[27524.98666709849, 33427.03690987365, 28174.904274940916, 36080.183197493774, 41141.41469004714, 8021.277750822208, 15649.89062169091, 3801.587475322151, 22565.805703124504, 25762.64396150677, 2377.9656434363437, 26806.42320611346, 38482.476172829556, 28465.422617370183, 36816.189057218944, 34627.77350680821, 29410.395081160717, 16895.033839008785, 25164.993068631098, 11302.895022425419, 35123.59920738265, 22433.446089012177, 3643.1781171466196, 36228.72398751954, 0.0, 8054.93627401959, 41071.019212220854, 33649.998419128686, 8537.663034514659, 40785.258266342054, 37957.170241531145, 31117.031639942415, 33077.51180534968, 25610.98637205567, 0.0, 42495.63904320193, 35358.53982370908]"
elevation,"[110.1692199707031, 114.2305755615234, 82.06329345703125, 91.06172180175781, 129.6204986572266, 91.31493377685547, 94.33189392089844, 89.23214721679688, 93.09689331054688, 84.20521545410156, 101.2427291870117, 93.04190826416016, 113.513542175293, 65.51932525634766, 67.16117858886719, 73.65798950195312, 94.33114624023438, 58.68361282348633, 98.20606994628906, 103.9933395385742, 79.0503921508789, 111.0136337280273, 105.4188995361328, 77.89868927001953, 108.2659912109375, 79.01596069335938, 112.1284790039062, 82.28430938720703, 92.3853759765625, 69.60430908203125, 115.5641632080078, 107.6779403686523, 59.15644454956055, 62.1994514465332, 67.09941101074219, 97.11434936523438, 74.54058837890625, 77.62855529785156, 89.8248519897461, 112.5830841064453, 105.2732772827148, 90.80284118652344, 91.06172180175781, 92.75720977783203, 65.9769058227539, 75.99874114990234, 98.52017974853516, 64.76874542236328, 72.24585723876953, 89.87957000732422, 95.18903350830078, 119.2212905883789, 82.72358703613281, 93.5774917602539, 115.9370422363281, 100.879150390625, 118.7910537719727, 63.93447494506836, 78.90825653076172, 106.4785308837891]"
color,red
