name,Water
supplyname,Pumping Station
tranname,Storage Tank
demandname,Deliver Station
nodenum,49
demandnum,34
trannum,6
supplynum,9
demandseries,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]"
transeries,"[9, 10, 11, 12, 13, 14]"
supplyseries,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
edgediameter,0.6
population_assignment,"[28591.225036564814, 34219.31437605907, 27878.03898558426, 24205.33964959336, 32609.921353375827, 0.0, 14835.923544124676, 11084.746979652915, 31330.888434165416, 21647.698256049338, 25799.275337015893, 18463.695997245606, 26850.96243448095, 7972.057018426185, 40325.21133554642, 46252.5025695146, 28609.525854841144, 36022.613193019155, 39459.4870785265, 35069.293834717966, 31065.307253853487, 29619.90633449156, 10789.188956633536, 22985.753274052622, 33689.56026900153, 3936.8502288777154, 28487.100690139327, 29930.921933290127, 32634.999874103738, 25855.293007089116, 51468.61222982247, 25613.357556255, 34655.10951484551, 35684.317609040154]"
elevation,"[63.8621711730957, 94.32516479492188, 94.60116577148438, 95.8416519165039, 103.3249435424805, 89.90113067626953, 79.5345458984375, 89.85922241210938, 68.16402435302734, 85.35185241699219, 80.20687866210938, 96.15861511230469, 102.2494659423828, 76.99281311035156, 91.05177307128906, 88.03595733642578, 97.11434936523438, 73.67526245117188, 54.71324920654297, 94.4058609008789, 63.04231643676758, 94.33189392089844, 85.78282165527344, 76.60009765625, 115.9370422363281, 92.24320220947266, 82.92935943603516, 97.27339172363281, 98.26448822021484, 92.79524993896484, 98.22630310058594, 80.1550521850586, 92.74105072021484, 114.7867431640625, 104.0244674682617, 77.0042953491211, 92.2638931274414, 67.10600280761719, 104.7316818237305, 83.97090911865234, 66.69868469238281, 84.51054382324219, 84.229248046875, 85.88858795166016, 98.50931549072266, 110.0476760864258, 87.81790161132812, 107.2844390869141, 98.91999816894531]"
color,blue
